stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening D:\Users\Kanjiklub\Documents\GitHub\JA_PROJ\Zrodla\MAIN\x64\Debug\allegro5.cfg r
font     D                ttf.c:242  alloc_glyph_region               [   0.19628] Glyph 89: 23x28 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.19631] Locking glyph region: 0000011B47AE89B0 112 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.19637] Unlocking page: 0000011B47AE89B0
font     D                ttf.c:445  cache_glyph                      [   0.19641] Glyph 3 has zero size.
font     D                ttf.c:242  alloc_glyph_region               [   0.19647] Glyph 245: 24x39 (24x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.19650] Locking glyph region: 0000011B47AE89B0 136 0 24 40
font     D                ttf.c:166  unlock_current_page              [   0.19658] Unlocking page: 0000011B47AE89B0
font     D                ttf.c:242  alloc_glyph_region               [   0.19665] Glyph 103: 22x28 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.19667] Locking glyph region: 0000011B47AE89B0 160 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.19674] Unlocking page: 0000011B47AE89B0
font     D                ttf.c:242  alloc_glyph_region               [   0.19680] Glyph 105: 38x27 (40x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.19682] Locking glyph region: 0000011B47AE89B0 184 0 40 28
font     D                ttf.c:166  unlock_current_page              [   0.19689] Unlocking page: 0000011B47AE89B0
font     D                ttf.c:242  alloc_glyph_region               [   0.19696] Glyph 86: 22x27 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.19698] Locking glyph region: 0000011B47AE89B0 224 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.19704] Unlocking page: 0000011B47AE89B0
font     D                ttf.c:242  alloc_glyph_region               [   0.19711] Glyph 95: 20x39 (20x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.19713] Locking glyph region: 0000011B47AE89B0 248 0 20 40
font     D                ttf.c:166  unlock_current_page              [   0.19719] Unlocking page: 0000011B47AE89B0
font     D                ttf.c:242  alloc_glyph_region               [   0.19726] Glyph 88: 24x39 (24x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.19728] Locking glyph region: 0000011B47AE89B0 268 0 24 40
font     D                ttf.c:166  unlock_current_page              [   0.19735] Unlocking page: 0000011B47AE89B0
font     D                ttf.c:242  alloc_glyph_region               [   0.19741] Glyph 243: 24x40 (24x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.19744] Locking glyph region: 0000011B47AE89B0 292 0 24 40
font     D                ttf.c:166  unlock_current_page              [   0.19752] Unlocking page: 0000011B47AE89B0
font     D                ttf.c:242  alloc_glyph_region               [   0.19758] Glyph 87: 21x27 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.19760] Locking glyph region: 0000011B47AE89B0 316 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.19767] Unlocking page: 0000011B47AE89B0
font     D                ttf.c:242  alloc_glyph_region               [   0.19772] Glyph 96: 6x39 (8x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.19775] Locking glyph region: 0000011B47AE89B0 340 0 8 40
font     D                ttf.c:166  unlock_current_page              [   0.19780] Unlocking page: 0000011B47AE89B0
font     D                ttf.c:242  alloc_glyph_region               [   0.19786] Glyph 93: 6x37 (8x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.19788] Locking glyph region: 0000011B47AE89B0 348 0 8 40
font     D                ttf.c:166  unlock_current_page              [   0.19794] Unlocking page: 0000011B47AE89B0
font     D                ttf.c:242  alloc_glyph_region               [   0.19800] Glyph 102: 18x35 (20x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.19802] Locking glyph region: 0000011B47AE89B0 356 0 20 36
font     D                ttf.c:166  unlock_current_page              [   0.19809] Unlocking page: 0000011B47AE89B0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.19814] opening res/Segan.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.19862] Font res/Segan.ttf loaded with pixel size 0 x 50.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.19864]     ascent=38.0, descent=-13.0, height=50.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.19867] added dtor for ttf_font 0000011B47AE2930, func 00007FF8CE54119F
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19876] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19878] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19880] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19882] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19884] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19885] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19887] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19889] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19891] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.19893] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.19894] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.19896] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.19898] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   0.20116] Glyph 76: 46x36 (48x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.20124] Locking glyph region: 0000011B47AF21D0 0 0 48 36
font     D                ttf.c:166  unlock_current_page              [   0.20380] Unlocking page: 0000011B47AF21D0
font     D                ttf.c:242  alloc_glyph_region               [   0.20393] Glyph 72: 21x38 (24x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.20396] Locking glyph region: 0000011B47AF21D0 48 0 24 40
font     D                ttf.c:166  unlock_current_page              [   0.20404] Unlocking page: 0000011B47AF21D0
font     D                ttf.c:242  alloc_glyph_region               [   0.20410] Glyph 73: 26x36 (28x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.20412] Locking glyph region: 0000011B47AF21D0 72 0 28 36
font     D                ttf.c:166  unlock_current_page              [   0.20419] Unlocking page: 0000011B47AF21D0
font     D                ttf.c:242  alloc_glyph_region               [   0.20425] Glyph 58: 20x36 (20x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.20428] Locking glyph region: 0000011B47AF21D0 100 0 20 36
font     D                ttf.c:166  unlock_current_page              [   0.20434] Unlocking page: 0000011B47AF21D0
font     D                ttf.c:242  alloc_glyph_region               [   0.20440] Glyph 56: 28x38 (28x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.20443] Locking glyph region: 0000011B47AF21D0 120 0 28 40
font     D                ttf.c:166  unlock_current_page              [   0.20451] Unlocking page: 0000011B47AF21D0
font     D                ttf.c:242  alloc_glyph_region               [   0.20459] Glyph 79: 26x36 (28x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.20461] Locking glyph region: 0000011B47AF21D0 148 0 28 36
font     D                ttf.c:166  unlock_current_page              [   0.20468] Unlocking page: 0000011B47AF21D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.20473] opening res/Segan.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.20522] Font res/Segan.ttf loaded with pixel size 0 x 50.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.20525]     ascent=38.0, descent=-13.0, height=50.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.20527] added dtor for ttf_font 0000011B47AE3260, func 00007FF8CE54119F
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.20537] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.20539] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.20541] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.20543] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.20544] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.20546] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.20548] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.20550] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.20552] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.20553] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.20555] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.20557] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.20559] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   0.20758] Glyph 57: 30x37 (32x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.20762] Locking glyph region: 0000011B47AFD160 0 0 32 40
font     D                ttf.c:166  unlock_current_page              [   0.21024] Unlocking page: 0000011B47AFD160
font     D                ttf.c:242  alloc_glyph_region               [   0.21038] Glyph 54: 32x36 (32x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.21042] Locking glyph region: 0000011B47AFD160 32 0 32 36
font     D                ttf.c:166  unlock_current_page              [   0.21051] Unlocking page: 0000011B47AFD160
font     D                ttf.c:242  alloc_glyph_region               [   0.21058] Glyph 65: 19x36 (20x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.21060] Locking glyph region: 0000011B47AFD160 64 0 20 36
font     D                ttf.c:166  unlock_current_page              [   0.21067] Unlocking page: 0000011B47AFD160
font     D                ttf.c:242  alloc_glyph_region               [   0.21073] Glyph 58: 20x36 (20x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.21076] Locking glyph region: 0000011B47AFD160 84 0 20 36
font     D                ttf.c:166  unlock_current_page              [   0.21083] Unlocking page: 0000011B47AFD160
font     D                ttf.c:242  alloc_glyph_region               [   0.21089] Glyph 63: 14x36 (16x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.21092] Locking glyph region: 0000011B47AFD160 104 0 16 36
font     D                ttf.c:166  unlock_current_page              [   0.21101] Unlocking page: 0000011B47AFD160
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.21106] opening res/Segan.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.21154] Font res/Segan.ttf loaded with pixel size 0 x 30.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.21157]     ascent=23.0, descent=-8.0, height=30.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.21160] added dtor for ttf_font 0000011B47AE31F0, func 00007FF8CE54119F
dtor     D               dtor.c:196  _al_register_destructor          [   0.21164] added dtor for queue 0000011B4798E510, func 00007FF884EB1519
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.21168] opening res/Segan.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.21205] Font res/Segan.ttf loaded with pixel size 0 x 50.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.21207]     ascent=38.0, descent=-13.0, height=50.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.21210] added dtor for ttf_font 0000011B47B054B0, func 00007FF8CE54119F
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.21218] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.21220] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.21222] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.21224] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.21225] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.21227] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.21229] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.21231] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.21232] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.21234] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.21236] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.21238] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.21240] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   0.21442] Glyph 69: 22x37 (24x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.21447] Locking glyph region: 0000011B47B09E90 0 0 24 40
font     D                ttf.c:166  unlock_current_page              [   0.21715] Unlocking page: 0000011B47B09E90
font     D                ttf.c:242  alloc_glyph_region               [   0.21731] Glyph 100: 15x27 (16x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.21734] Locking glyph region: 0000011B47B09E90 24 0 16 28
font     D                ttf.c:166  unlock_current_page              [   0.21747] Unlocking page: 0000011B47B09E90
font     D                ttf.c:242  alloc_glyph_region               [   0.21756] Glyph 99: 26x28 (28x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.21759] Locking glyph region: 0000011B47B09E90 40 0 28 28
font     D                ttf.c:166  unlock_current_page              [   0.21770] Unlocking page: 0000011B47B09E90
font     D                ttf.c:242  alloc_glyph_region               [   0.21782] Glyph 101: 18x28 (20x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.21785] Locking glyph region: 0000011B47B09E90 68 0 20 28
font     D                ttf.c:166  unlock_current_page              [   0.21795] Unlocking page: 0000011B47B09E90
font     D                ttf.c:242  alloc_glyph_region               [   0.21804] Glyph 108: 21x27 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.21808] Locking glyph region: 0000011B47B09E90 88 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.21819] Unlocking page: 0000011B47B09E90
font     D                ttf.c:242  alloc_glyph_region               [   0.21828] Glyph 89: 23x28 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.21832] Locking glyph region: 0000011B47B09E90 112 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.21843] Unlocking page: 0000011B47B09E90
font     D                ttf.c:445  cache_glyph                      [   0.21850] Glyph 3 has zero size.
font     D                ttf.c:242  alloc_glyph_region               [   0.21858] Glyph 105: 38x27 (40x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.21861] Locking glyph region: 0000011B47B09E90 136 0 40 28
font     D                ttf.c:166  unlock_current_page              [   0.21868] Unlocking page: 0000011B47B09E90
font     D                ttf.c:242  alloc_glyph_region               [   0.21874] Glyph 107: 26x39 (28x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.21876] Locking glyph region: 0000011B47B09E90 176 0 28 40
font     D                ttf.c:166  unlock_current_page              [   0.21885] Unlocking page: 0000011B47B09E90
font     D                ttf.c:242  alloc_glyph_region               [   0.21892] Glyph 243: 24x40 (24x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.21894] Locking glyph region: 0000011B47B09E90 204 0 24 40
font     D                ttf.c:166  unlock_current_page              [   0.21904] Unlocking page: 0000011B47B09E90
font     D                ttf.c:242  alloc_glyph_region               [   0.21911] Glyph 86: 22x27 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.21913] Locking glyph region: 0000011B47B09E90 228 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.21924] Unlocking page: 0000011B47B09E90
font     D                ttf.c:242  alloc_glyph_region               [   0.21931] Glyph 87: 21x27 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.21933] Locking glyph region: 0000011B47B09E90 252 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.21941] Unlocking page: 0000011B47B09E90
font     D                ttf.c:242  alloc_glyph_region               [   0.21947] Glyph 93: 6x37 (8x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.21950] Locking glyph region: 0000011B47B09E90 276 0 8 40
font     D                ttf.c:166  unlock_current_page              [   0.21956] Unlocking page: 0000011B47B09E90
font     D                ttf.c:242  alloc_glyph_region               [   0.21962] Glyph 96: 6x39 (8x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.21964] Locking glyph region: 0000011B47B09E90 284 0 8 40
font     D                ttf.c:166  unlock_current_page              [   0.21970] Unlocking page: 0000011B47B09E90
font     D                ttf.c:242  alloc_glyph_region               [   0.21976] Glyph 102: 18x35 (20x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.21978] Locking glyph region: 0000011B47B09E90 292 0 20 36
font     D                ttf.c:166  unlock_current_page              [   0.21984] Unlocking page: 0000011B47B09E90
font     D                ttf.c:242  alloc_glyph_region               [   0.21990] Glyph 95: 20x39 (20x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.21993] Locking glyph region: 0000011B47B09E90 312 0 20 40
font     D                ttf.c:166  unlock_current_page              [   0.21999] Unlocking page: 0000011B47B09E90
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.22005] opening res/Segan.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.22045] Font res/Segan.ttf loaded with pixel size 0 x 50.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.22048]     ascent=38.0, descent=-13.0, height=50.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.22051] added dtor for ttf_font 0000011B47B04A30, func 00007FF8CE54119F
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22063] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22068] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22071] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22072] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22074] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22077] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22079] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22081] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22083] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.22085] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.22086] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.22090] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.22093] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   0.22297] Glyph 76: 46x36 (48x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.22301] Locking glyph region: 0000011B47B10E90 0 0 48 36
font     D                ttf.c:166  unlock_current_page              [   0.22580] Unlocking page: 0000011B47B10E90
font     D                ttf.c:242  alloc_glyph_region               [   0.22597] Glyph 72: 21x38 (24x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.22600] Locking glyph region: 0000011B47B10E90 48 0 24 40
font     D                ttf.c:166  unlock_current_page              [   0.22614] Unlocking page: 0000011B47B10E90
font     D                ttf.c:242  alloc_glyph_region               [   0.22620] Glyph 73: 26x36 (28x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.22623] Locking glyph region: 0000011B47B10E90 72 0 28 36
font     D                ttf.c:166  unlock_current_page              [   0.22633] Unlocking page: 0000011B47B10E90
font     D                ttf.c:242  alloc_glyph_region               [   0.22640] Glyph 58: 20x36 (20x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.22642] Locking glyph region: 0000011B47B10E90 100 0 20 36
font     D                ttf.c:166  unlock_current_page              [   0.22652] Unlocking page: 0000011B47B10E90
font     D                ttf.c:242  alloc_glyph_region               [   0.22662] Glyph 56: 28x38 (28x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.22665] Locking glyph region: 0000011B47B10E90 120 0 28 40
font     D                ttf.c:166  unlock_current_page              [   0.22676] Unlocking page: 0000011B47B10E90
font     D                ttf.c:242  alloc_glyph_region               [   0.22686] Glyph 79: 26x36 (28x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.22691] Locking glyph region: 0000011B47B10E90 148 0 28 36
font     D                ttf.c:166  unlock_current_page              [   0.22702] Unlocking page: 0000011B47B10E90
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.22708] opening res/Segan.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.22756] Font res/Segan.ttf loaded with pixel size 0 x 30.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.22758]     ascent=23.0, descent=-8.0, height=30.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.22761] added dtor for ttf_font 0000011B47B05360, func 00007FF8CE54119F
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22770] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22772] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22773] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22775] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22777] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22779] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22781] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22782] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.22784] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.22786] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.22788] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.22790] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.22792] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   0.22855] Glyph 54: 20x23 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   0.22858] Locking glyph region: 0000011B47B10870 0 0 20 24
font     D                ttf.c:166  unlock_current_page              [   0.22922] Unlocking page: 0000011B47B10870
font     D                ttf.c:242  alloc_glyph_region               [   0.22929] Glyph 72: 15x23 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   0.22932] Locking glyph region: 0000011B47B10870 20 0 16 24
font     D                ttf.c:166  unlock_current_page              [   0.22938] Unlocking page: 0000011B47B10870
font     D                ttf.c:242  alloc_glyph_region               [   0.22945] Glyph 66: 24x23 (24x24)
font     D                ttf.c:286  alloc_glyph_region               [   0.22948] Locking glyph region: 0000011B47B10870 36 0 24 24
font     D                ttf.c:166  unlock_current_page              [   0.22955] Unlocking page: 0000011B47B10870
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.22960] opening res/Segan.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.23000] Font res/Segan.ttf loaded with pixel size 0 x 30.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.23003]     ascent=23.0, descent=-8.0, height=30.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.23006] added dtor for ttf_font 0000011B47B04640, func 00007FF8CE54119F
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23015] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23017] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23019] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23020] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23022] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23024] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23026] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23028] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23030] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.23032] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.23034] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.23035] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.23037] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   0.23102] Glyph 56: 18x23 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   0.23106] Locking glyph region: 0000011B47B221C0 0 0 20 24
font     D                ttf.c:166  unlock_current_page              [   0.23169] Unlocking page: 0000011B47B221C0
font     D                ttf.c:242  alloc_glyph_region               [   0.23176] Glyph 32: 16x16 (16x16)
font     D                ttf.c:286  alloc_glyph_region               [   0.23178] Locking glyph region: 0000011B47B221C0 20 0 16 16
font     D                ttf.c:166  unlock_current_page              [   0.23184] Unlocking page: 0000011B47B221C0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.23190] opening res/Segan.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.23231] Font res/Segan.ttf loaded with pixel size 0 x 50.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.23233]     ascent=38.0, descent=-13.0, height=50.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.23236] added dtor for ttf_font 0000011B47B048E0, func 00007FF8CE54119F
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23248] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23250] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23253] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23255] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23257] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23259] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23260] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23264] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.23266] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.23268] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.23271] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.23273] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.23275] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   0.23494] Glyph 74: 28x37 (28x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.23497] Locking glyph region: 0000011B47B28810 0 0 28 40
font     D                ttf.c:166  unlock_current_page              [   0.24208] Unlocking page: 0000011B47B28810
font     D                ttf.c:242  alloc_glyph_region               [   0.24221] Glyph 100: 15x27 (16x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.24224] Locking glyph region: 0000011B47B28810 28 0 16 28
font     D                ttf.c:166  unlock_current_page              [   0.24243] Unlocking page: 0000011B47B28810
font     D                ttf.c:242  alloc_glyph_region               [   0.24254] Glyph 103: 22x28 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.24258] Locking glyph region: 0000011B47B28810 44 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.24291] Unlocking page: 0000011B47B28810
font     D                ttf.c:242  alloc_glyph_region               [   0.24300] Glyph 87: 21x27 (24x28)
